firstAuthor	accessionId	publicationDate	journal	title	reportedTrait	efoTraits	bgTraits	discoverySampleAncestry	"replicationSampleAncestry"	associationCount	summaryStatistics	ssApiFlag	agreedToCc0	genotypingTechnologies	pubmedId	initialSampleDescription	"replicateSampleDescription"
"Sun BB"	GCST90242904	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Stromal membrane-associated protein 1 levels (SMAP1.11649.3.3)"	"stromal membrane-associated protein 1 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242904"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242905	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Stromelysin-2 levels (MMP10.8479.4.3)"	"stromelysin-2 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242905"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242906	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Stromelysin-2 levels (MMP10.3743.1.2)"	"stromelysin-2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242906"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242907	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Structural maintenance of chromosomes protein 3 levels (SMC3.14324.52.3)"	"structural maintenance of chromosomes protein 3 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242907"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242908	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Submaxillary gland androgen-regulated protein 3A levels (SMR3A.7838.27.3)"	"submaxillary gland androgen-regulated protein 3A measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242908"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242909	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Submaxillary gland androgen-regulated protein 3B levels (SMR3B.8595.75.3)"	"submaxillary gland androgen-regulated protein 3B measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242909"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242910	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Succinate dehydrogenase assembly factor 2, mitochondrial levels (SDHAF2.6420.4.3)"	"succinate dehydrogenase assembly factor 2, mitochondrial measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242910"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242911	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Sulfatase-modifying factor 1 levels (SUMF1.6941.11.3)"	"sulfatase-modifying factor 1 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242911"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242912	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Sulfhydryl oxidase 1 levels (QSOX1.6217.23.3)"	"sulfhydryl oxidase 1 measurement"	-	"3301 European"		3	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242912"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242913	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Sulfhydryl oxidase 1 levels (QSOX1.6070.11.3)"	"sulfhydryl oxidase 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242913"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242914	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Sulfhydryl oxidase 2 levels (QSOX2.8397.147.3)"	"sulfhydryl oxidase 2 measurement"	-	"3301 European"		4	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242914"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242915	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Sulfiredoxin-1 levels (SRXN1.14268.4.3)"	"sulfiredoxin-1 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242915"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242916	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Sulfotransferase 4A1 levels (SULT4A1.8357.43.3)"	"sulfotransferase 4A1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242916"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242917	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"SUMO-conjugating enzyme UBC9 levels (UBE2I.2877.3.1)"	"sumo-conjugating enzyme UBC9 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242917"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242918	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"SUN domain-containing protein 3 levels (SUN3.8852.10.3)"	"SUN domain-containing protein 3 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242918"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242919	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"SUN domain-containing protein 5 levels (SUN5.11260.47.3)"	"SUN domain-containing protein 5 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242919"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242920	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Superoxide dismutase [Mn], mitochondrial levels (SOD2.5008.51.1)"	"superoxide dismutase [Mn], mitochondrial measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242920"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242921	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Suppressor of cytokine signaling 3 levels (SOCS3.11440.58.3)"	"suppressor of cytokine signaling 3 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242921"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242922	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Suppressor of cytokine signaling 7 levels (SOCS7.11657.86.3)"	"suppressor of cytokine signaling 7 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242922"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90242923	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Suprabasin levels (SBSN.5724.58.3)"	"suprabasin measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90242001-GCST90243000/GCST90242923"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241447	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HLA class II histocompatibility antigen gamma chain levels (CD74.6974.6.3)"	"HLA class II histocompatibility antigen gamma chain measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241447"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241448	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HLA class II histocompatibility antigen, DM alpha chain levels (HLA.DMA.10639.1.3)"	"HLA class II histocompatibility antigen, DM alpha chain measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241448"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241449	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HLA class II histocompatibility antigen, DP beta 1 chain levels (HLA.DPB1.8755.202.3)"	"HLA class II histocompatibility antigen, DP beta 1 chain measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241449"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241450	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HLA class II histocompatibility antigen, DQ alpha 2 chain levels (HLA.DQA2.7757.5.3)"	"HLA class II histocompatibility antigen, DQ alpha 2 chain measurement"	-	"3301 European"		5	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241450"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241451	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Homeobox protein TGIF2 levels (TGIF2.9847.21.3)"	"homeobox protein TGIF2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241451"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241452	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Homeodomain-interacting protein kinase 3 levels (HIPK3.3443.61.2)"	"homeodomain-interacting protein kinase 3 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241452"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241453	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Homogentisate 1,2-dioxygenase levels (HGD.9832.33.3)"	"homogentisate 1,2-dioxygenase measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241453"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241454	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HRAS-like suppressor 2 levels (HRASLS2.7822.11.3)"	"HRAS-like suppressor 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241454"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241455	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HRAS-like suppressor 3 levels (PLA2G16.7865.126.3)"	"HRAS-like suppressor 3 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241455"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241456	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Human Chorionic Gonadotropin levels (CGA.CGB.4914.10.1)"	"human Chorionic Gonadotropin measurement"	-	"3301 European"		3	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241456"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241457	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hyaluronan and proteoglycan link protein 1 levels (HAPLN1.3196.6.2)"	"hyaluronan and proteoglycan link protein 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241457"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241458	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hyaluronidase-1 levels (HYAL1.8309.12.3)"	"hyaluronidase-1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241458"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241459	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hydroxycarboxylic acid receptor 2 levels (HCAR2.13495.48.3)"	"hydroxycarboxylic acid receptor 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241459"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241460	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hydroxymethylglutaryl-CoA synthase, cytoplasmic levels (HMGCS1.13496.19.3)"	"hydroxymethylglutaryl-CoA synthase, cytoplasmic measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241460"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241461	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hydroxymethylglutaryl-CoA synthase, mitochondrial levels (HMGCS2.13704.5.3)"	"hydroxymethylglutaryl-CoA synthase, mitochondrial measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241461"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241462	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hypoxia-inducible factor 1-alpha levels (HIF1A.13089.6.3)"	"hypoxia-inducible factor 1-alpha measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241462"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241463	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"ICOS ligand levels (ICOSLG.9303.9.3)"	"icos ligand measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241463"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241464	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"ICOS ligand levels (ICOSLG.5061.27.3)"	"icos ligand measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241464"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241465	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Ig gamma-2, Kappa levels (NoneX.13230.174.3)"	"ig gamma-2, Kappa measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241465"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241466	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Ig Kappa chain V-I region HK102- like levels (LOC652493.6561.77.3)"	"ig Kappa chain V-I region HK102- like measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241466"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241467	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"IGF-like family receptor 1 levels (IGFLR1.7244.16.3)"	"IGF-like family receptor 1 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241467"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241468	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"IgLON family member 5 levels (IGLON5.6478.2.3)"	"igLON family member 5 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241468"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241469	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Immediate early response 3-interacting protein 1 levels (IER3IP1.6412.26.3)"	"immediate early response 3-interacting protein 1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241469"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241470	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Immunoglobulin alpha Fc receptor levels (FCAR.4987.17.1)"	"immunoglobulin alpha fc receptor measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241470"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241471	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Immunoglobulin E levels (IGHE.IGK.IGL.4135.84.2)"	"immunoglobulin E measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241471"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241372	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heat shock 70 kDa protein 1-like levels (HSPA1L.12041.33.3)"	"heat shock 70 kDa protein 1-like measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241372"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241373	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heat shock 70 kDa protein 6 levels (HSPA6.13672.3.3)"	"heat shock 70 kDa protein 6 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241373"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241374	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heat shock protein HSP 90-alpha/beta levels (HSP90AA1.HSP90AB1.2626.3.2)"	"heat shock protein hsp 90-alpha/beta measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241374"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241375	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heat shock protein HSP 90-beta levels (HSP90AB1.5467.15.3)"	"heat shock protein HSP 90-beta measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241375"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241376	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hematopoietic progenitor cell antigen CD34 levels (CD34.9023.9.3)"	"hematopoietic progenitor cell antigen CD34 measurement"	-	"3301 European"		3	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241376"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241377	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hematopoietic progenitor cell antigen CD34 levels (CD34.11285.8.3)"	"hematopoietic progenitor cell antigen CD34 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241377"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241378	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hematopoietic prostaglandin D synthase levels (HPGDS.12549.33.3)"	"hematopoietic prostaglandin D synthase measurement"	-	"3301 European"		3	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241378"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241379	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heme oxygenase 2 levels (HMOX2.2622.18.1)"	"heme oxygenase 2 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241379"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241380	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HemK methyltransferase family member 2 levels (N6AMT1.11096.57.3)"	"hemK methyltransferase family member 2 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241380"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241381	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hemoglobin subunit gamma-1 levels (HBG1.10665.30.3)"	"hemoglobin subunit gamma-1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241381"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241382	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hemoglobin subunit theta-1 levels (HBQ1.7965.25.3)"	"hemoglobin subunit theta-1 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241382"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241383	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hemoglobin subunit zeta levels (HBZ.6919.3.3)"	"hemoglobin subunit zeta measurement"	-	"3301 European"		3	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241383"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241384	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Hemojuvelin levels (HFE2.3332.57.1)"	"hemojuvelin measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241384"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241385	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HEPACAM family member 2 levels (HEPACAM2.6568.18.3)"	"HEPACAM family member 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241385"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241386	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"HEPACAM family member 2 levels (HEPACAM2.9116.28.3)"	"HEPACAM family member 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241386"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241387	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heparan sulfate glucosamine 3-O-sulfotransferase 3A1 levels (HS3ST3A1.8268.98.3)"	"heparan sulfate glucosamine 3-O-sulfotransferase 3A1 measurement"	-	"3301 European"		1	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241387"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241388	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 levels (HS3ST3B1.6986.17.3)"	"heparan sulfate glucosamine 3-O-sulfotransferase 3B1 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241388"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241389	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heparan sulfate glucosamine 3-O-sulfotransferase 4 levels (HS3ST4.8998.15.3)"	"heparan sulfate glucosamine 3-O-sulfotransferase 4 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241389"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241390	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heparan-sulfate 6-O-sulfotransferase 1 levels (HS6ST1.5465.32.3)"	"heparan-sulfate 6-o-sulfotransferase 1 measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241390"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241391	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heparan-sulfate 6-O-sulfotransferase 2 levels (HS6ST2.13524.25.3)"	"heparan-sulfate 6-O-sulfotransferase 2 measurement"	-	"3301 European"		0	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241391"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
"Sun BB"	GCST90241392	2018-06-06	Nature	"Genomic atlas of the human plasma proteome."	"Heparin-binding EGF-like growth factor levels (HBEGF.14094.29.3)"	"obsolete_heparin-binding egf-like growth factor measurement"	-	"3301 European"		2	"http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90241001-GCST90242000/GCST90241392"	no	no	"Genome-wide genotyping array"	29875488	"3,301 European ancestry individuals"	NA
